beer_name,beer_type,beer_abv,beer_ibu,rating_score,global_rating_score,photo_url
Mahou Cinco Estrellas,Lager - Pale,5.5,27,2.5,2.93,0
Duvel,Belgian Strong Golden Ale,8.5,33,4.0,3.75,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
San Miguel,Lager - Euro Pale,5.0,4,2.0,2.95,0
Mahou Cinco Estrellas,Lager - Pale,5.5,27,2.5,2.93,0
San Miguel,Lager - Euro Pale,5.0,4,1.5,2.95,0
San Miguel,Lager - Euro Pale,5.0,4,1.5,2.95,0
San Miguel,Lager - Euro Pale,5.0,4,1.5,2.95,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,https://untappd.s3.amazonaws.com/photo/2014_03_15/f2855ebda656b83d050cb3931e8b9116_raw.jpg
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Fresh,Pale Ale - International,5.5,55,3.0,3.64,https://untappd.s3.amazonaws.com/photo/2014_03_16/54adb1227ded6729903599939e8520bf_raw.jpg
Oud & Wijs,American Wild Ale,7.8,0,4.5,3.57,https://untappd.s3.amazonaws.com/photo/2014_03_16/dd4b53787c4b16d2daa4e8aaa0c51924_raw.jpg
Ambar Especial,Gluten-Free,5.2,0,3.5,2.84,0
Mahou Cinco Estrellas,Lager - Pale,5.5,27,2.5,2.93,https://untappd.s3.amazonaws.com/photo/2014_03_16/374e5a8c5962036d0a80f01c17060bc2_raw.jpg
Ambar Especial,Gluten-Free,5.2,0,3.5,2.84,0
Ambar Especial,Gluten-Free,5.2,0,3.5,2.84,0
Pacífico Clara,Lager - American,4.5,15,3.5,3.13,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Praga Premium Pils,Pilsner - Czech,4.7,25,3.5,3.14,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
"Dia Especial 5,6%",Lager - Euro Pale,5.6,0,3.0,2.41,https://untappd.s3.amazonaws.com/photo/2014_03_20/f1f1da1ba33eb73e6d51e49effdae633_raw.jpg
Diabräu 1516,Lager - Pale,4.6,0,2.0,2.44,https://untappd.s3.amazonaws.com/photo/2014_03_21/0655bb8d64f8ed929495e27bfbfbfabc_raw.jpg
Dia Forte 8% / Dia Extra 8%,Lager - Strong,8.0,0,2.0,2.51,https://untappd.s3.amazonaws.com/photo/2014_03_21/a0b87fc52707e4f2b0c7f7243a4dcedb_raw.jpg
Barretina,Red Ale - American Amber / Red,4.8,54,3.5,3.36,0
Hoptimista IPA,IPA - American,6.6,47,4.5,3.65,https://untappd.s3.amazonaws.com/photo/2014_03_22/8baa5bea6215ba6c30b67eda303780a5_raw.jpg
Oude Gueuze,Lambic - Gueuze,6.0,15,4.5,4.01,https://untappd.s3.amazonaws.com/photo/2014_03_22/6a687da9e216af8db7d8d2f2e1a6b495_raw.jpg
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Diabräu 1516,Lager - Pale,4.6,0,2.0,2.44,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Ambar Especial,Gluten-Free,5.2,0,3.5,2.84,0
Mahou Clásica,Lager - Pale,4.8,0,2.0,2.81,0
Golden State Of The Oak,Belgian Blonde,7.2,0,3.0,3.64,0
DRIPA,IPA - Imperial / Double,9.5,70,4.5,4.13,https://untappd.s3.amazonaws.com/photo/2014_03_28/b00acc7a66489da3c77f7964a96093b6_raw.jpg
Escudo,Lager - Pale,5.5,0,3.5,2.67,https://untappd.s3.amazonaws.com/photo/2014_03_31/1b1e1a149f95237bc0a71cfa9d233cc5_raw.jpg
Newcastle Brown Ale,Brown Ale - English,4.7,18,3.5,3.4,https://untappd.s3.amazonaws.com/photo/2014_04_01/0dc7c4300b463b9197d60b0f04f8058e_raw.jpg
Mahou Negra,Lager - Munich Dunkel,5.5,0,1.5,3.13,https://untappd.s3.amazonaws.com/photo/2014_04_04/db0cbe3382fb5739670cd3a199a0d043_raw.jpg
Mahou Clásica,Lager - Pale,4.8,0,2.5,2.81,0
Mahou Clásica,Lager - Pale,4.8,0,2.5,2.81,0
Tripel Karmeliet,Belgian Tripel,8.4,16,2.0,4.0,https://untappd.s3.amazonaws.com/photo/2014_04_06/ea67c4a8e60485a5e2d4298eb93180db_raw.jpg
942,Pale Ale - American,4.2,30,4.0,3.58,https://untappd.s3.amazonaws.com/photo/2014_04_06/ee37bdf5e4987c6c62b3dc387b7c48b3_raw.jpg
Estrella Damm,Lager - Pale,5.4,21,2.0,3.1,0
Cisk Lager,Lager - Euro Pale,4.2,0,2.5,2.84,https://untappd.s3.amazonaws.com/photo/2014_04_06/03b188e6cc69e92007d561a70c95bad4_raw.jpg
Doppel-Hirsch Heller Bock,Bock - Hell / Maibock / Lentebock,6.5,19,3.0,3.3,https://untappd.s3.amazonaws.com/photo/2014_04_06/ce3a29d2bb3fd90e320a5b7531de686a_raw.jpg
Sapporo Premium Lager,Lager - Japanese Rice,4.7,18,3.5,3.04,https://untappd.s3.amazonaws.com/photo/2014_04_07/5ddc5655f9ce7e85c0c4ab4eb61b100f_raw.jpg
Aurum Iberica Pilsen,Pilsner - Other,4.8,0,2.0,2.5,https://untappd.s3.amazonaws.com/photo/2014_04_08/4b036bf77048e6d7e7bd04bd8a4f8229_raw.jpg
Aurum Ibérica Special,Pilsner - Other,5.6,0,2.5,2.63,https://untappd.s3.amazonaws.com/photo/2014_04_08/e11e0c2357e7c8fe3dd66cbde47385b3_raw.jpg
Samuel Adams Boston Lager,Lager - Vienna,5.0,30,5.0,3.42,https://untappd.s3.amazonaws.com/photo/2014_04_11/1a085bfc3e0e5d94e9cd0cd812a74c81_raw.jpg
Praga Dark Lager,Lager - Euro Dark,4.5,0,2.0,3.38,https://untappd.s3.amazonaws.com/photo/2014_04_11/049e7a16e49be77d1f3ea9f67a017bc4_raw.jpg
Aktien Original 1857,Lager - Dortmunder / Export,5.3,18,4.5,3.33,https://untappd.s3.amazonaws.com/photo/2014_04_12/81b3f19ec491d49f650b2518ab80903a_raw.jpg
Guinness Special Export,Stout - Foreign / Export,8.0,0,3.0,3.52,https://untappd.s3.amazonaws.com/photo/2014_04_12/e8662daf93e30054642ac762a7255019_raw.jpg
Skol International,Lager - American,4.6,18,3.0,2.49,https://untappd.s3.amazonaws.com/photo/2014_04_16/c1c008748f38cd65986cee5dced01d7e_raw.jpg
Skol International,Lager - American,4.6,18,3.0,2.49,https://untappd.s3.amazonaws.com/photo/2014_04_16/99dc079e741d61200e5abc6bb1a811a4_raw.jpg
Kashkal,Belgian Strong Dark Ale,10.0,0,3.5,3.6,https://untappd.s3.amazonaws.com/photo/2014_04_17/77e2a58196431d814ffcc140f18d5eb1_raw.jpg
TIPA,IPA - Triple,10.0,130,4.5,3.64,https://untappd.s3.amazonaws.com/photo/2014_04_17/db88f84ef7a6ff68a15d25b487792013_raw.jpg
Estrella Damm,Lager - Pale,5.4,21,2.0,3.1,https://untappd.s3.amazonaws.com/photo/2014_04_17/8f00701a19e27860b279bdb78494e827_raw.jpg
Estrella Damm,Lager - Pale,5.4,21,2.0,3.1,https://untappd.s3.amazonaws.com/photo/2014_04_17/15d2e8286d033321b6dcc52531b7f238_raw.jpg
Keler 18,Lager - Euro Pale,6.0,0,3.0,2.95,https://untappd.s3.amazonaws.com/photo/2014_04_18/19a05c9457a642704bade458220964be_raw.jpg
Tyskie Gronie,Lager - Pale,5.2,20,2.5,3.1,https://untappd.s3.amazonaws.com/photo/2014_04_18/77350d831dd99640293e21b63a3fabf9_raw.jpg
Żubr,Lager - Euro Pale,6.0,16,4.0,2.94,https://untappd.s3.amazonaws.com/photo/2014_04_18/b7c4325a98dd00526ad868a30ccfd0ef_raw.jpg
Pacífico Clara,Lager - American,4.5,15,3.5,3.13,0
Ambar Export,Bock - Single / Traditional,7.0,0,3.5,3.11,https://untappd.s3.amazonaws.com/photo/2014_04_20/cb11ff326dd6e9d68083f5c2ebd9ae7e_raw.jpg
Singha,Lager - Pale,5.0,20,2.5,3.03,https://untappd.s3.amazonaws.com/photo/2014_04_22/ab11bf4f82db20f2606173d0eed35ea7_raw.jpg
Estrella Del Sur,Lager - Euro Pale,4.6,18,1.5,2.7,https://untappd.s3.amazonaws.com/photo/2014_04_26/15afecd4bb885a61b1c395a478093d28_raw.jpg
Cruzcampo Pilsen,Pilsner - Other,4.8,20,2.5,2.76,https://untappd.s3.amazonaws.com/photo/2014_04_30/cc862811ad7a9580becdbba1b1d675c5_raw.jpg
Alhambra Tradicional,Lager - Euro Pale,4.6,0,2.5,2.85,https://untappd.s3.amazonaws.com/photo/2014_04_30/6e300b3c3f616483e07a61f80042435b_raw.jpg
20,IPA - American,6.8,0,4.0,3.75,https://untappd.s3.amazonaws.com/photo/2014_05_03/f64fc72058469904006ac20ef2d9c304_raw.jpg
Mosaic,IPA - Imperial / Double,8.9,78,4.0,3.94,https://untappd.s3.amazonaws.com/photo/2014_05_03/45d9c68031dd0ce8f5db7a5a2a988b1b_raw.jpg
Castiza,Blonde Ale,5.4,0,4.0,3.27,https://untappd.s3.amazonaws.com/photo/2014_05_03/0a76c3f77f299184bcf1dfe938aeae3f_raw.jpg
VIPA,IPA - Session / India Session Ale,3.8,60,4.0,3.48,https://untappd.s3.amazonaws.com/photo/2014_05_03/cc406a54b68e5c6e8665279a8bfbbfed_raw.jpg
Young's Special London Ale,Strong Ale - English,6.4,36,3.0,3.53,https://untappd.s3.amazonaws.com/photo/2014_05_03/97575e01ba3370cf6e5753b06e19b901_raw.jpg
A.K. DAMM,Lager - Euro Pale,4.8,13,3.0,3.01,https://untappd.s3.amazonaws.com/photo/2014_05_05/096b607df68613fa5eb2f43547ef0550_raw.jpg
Andechser Weissbier Hell,Hefeweizen,5.5,14,3.0,3.73,https://untappd.s3.amazonaws.com/photo/2014_05_12/8c0ff0cb1167060c69248d3067659e27_raw.jpg
Magners Original Irish Cider,Cider - Traditional,4.5,0,3.5,3.31,https://untappd.s3.amazonaws.com/photo/2014_05_12/da224b3e6a75d128d1371cad5da21a5a_raw.jpg
Classic Gueuze,Lambic - Gueuze,5.0,0,4.5,4.28,https://untappd.s3.amazonaws.com/photo/2014_05_12/cbcf6ddae93665c6183eab9fbd722bee_raw.jpg
Nebuchadnezzar,IPA - Imperial / Double,8.5,100,4.0,3.94,https://untappd.s3.amazonaws.com/photo/2014_05_12/9e5176ed845ebb96f08d5770d5e9cead_raw.jpg
Modelo Especial,Lager - American,4.5,18,3.5,3.09,https://untappd.s3.amazonaws.com/photo/2014_05_16/570ed193f7efe4c5b418ceee9e08b810_raw.jpg
Platan 11%,Pilsner - Czech,4.6,26,3.0,3.02,https://untappd.s3.amazonaws.com/photo/2014_05_16/029e6c56d05c11344c2d46566f59bb2d_raw.jpg
India Ale,IPA - English,5.0,46,4.0,3.42,https://untappd.s3.amazonaws.com/photo/2014_05_16/9797c9b10b69845a279d66946aa9d9c4_raw.jpg
Organic Best Bitter,English Bitter,4.1,0,4.0,3.33,https://untappd.s3.amazonaws.com/photo/2014_05_17/817c43a211be79326b34afd4fb3fc722_raw.jpg
Broadside Strong Original,Strong Ale - English,6.3,0,3.5,3.57,https://untappd.s3.amazonaws.com/photo/2014_05_17/55d4bd0ea609f3306bb72f7d1fb74869_raw.jpg
Chimay Cinq Cents (White),Belgian Tripel,8.0,38,4.0,3.76,https://untappd.s3.amazonaws.com/photo/2014_05_17/708ca6612573b2cb465c8608c8f17e38_raw.jpg
Te Deum Amber,Red Ale - Other,5.9,0,3.5,3.45,https://untappd.s3.amazonaws.com/photo/2014_05_17/75fbac2a24d0cb6dc135a51175b99579_raw.jpg
San Miguel Selecta,Lager - Amber,6.2,0,3.0,3.07,https://untappd.s3.amazonaws.com/photo/2014_05_18/30d19b2788c8213232c7d3b013d252de_raw.jpg
Affligem Dubbel,Belgian Dubbel,6.8,0,5.0,3.47,https://untappd.s3.amazonaws.com/photo/2014_05_19/368992903549b8d367425582260d8e1b_raw.jpg
Faro,Lambic - Faro,4.5,12,4.0,3.49,0
Grevensteiner Original Naturtrübes Landbier,Kellerbier / Zwickelbier,5.2,23,4.5,3.43,https://untappd.s3.amazonaws.com/photo/2014_05_20/2e185df486f4e54221d53b75fb3933c7_raw.jpg
Affligem Tripel,Belgian Tripel,9.0,0,3.5,3.69,https://untappd.s3.amazonaws.com/photo/2014_05_21/bcfe95fd5f239235a0b6d8317db97791_raw.jpg
Gouden Carolus Classic,Belgian Strong Dark Ale,8.5,25,3.5,3.76,https://untappd.s3.amazonaws.com/photo/2014_05_26/f82dde8dff07d3b17c05356250cf4a1f_raw.jpg
Devil's Pale Ale 666,Pale Ale - American,6.6,66,5.0,3.56,https://untappd.s3.amazonaws.com/photo/2014_05_26/2744086544d26c98eac731fdfd08f558_raw.jpg
Peroni Original,Lager - Pale,4.7,0,2.5,3.08,https://untappd.s3.amazonaws.com/photo/2014_05_26/b0d4640bc2992fd1bcd954e70a023e32_raw.jpg
Stella Artois,Lager - Euro Pale,5.0,24,4.0,3.25,https://untappd.s3.amazonaws.com/photo/2014_05_30/4515f9961272000fdcacede99e62463d_raw.jpg
Fruitesse,Fruit Beer,3.8,10,2.0,3.34,https://untappd.s3.amazonaws.com/photo/2014_05_30/b60df87e097efe677366101658722040_raw.jpg
Staropramen Granát,Lager - Amber,4.8,26,4.0,3.24,https://untappd.s3.amazonaws.com/photo/2014_05_30/1209f1e3d930a210683d4ed54b12a748_raw.jpg
Cannabia,Spiced / Herbed Beer,5.0,0,2.5,2.33,https://untappd.s3.amazonaws.com/photo/2014_05_30/765cc359c98f24517c1128a0ccfc8ea7_raw.jpg
Archi,Pilsner - Other,5.0,0,4.5,2.7,https://untappd.s3.amazonaws.com/photo/2014_06_01/bc3eb6d495cc44a7181d30d7cb29aef3_raw.jpg
Tullibardine 1488 Whisky Beer,Strong Ale - English,7.0,0,2.5,3.28,https://untappd.s3.amazonaws.com/photo/2014_06_01/9dbaa9cd8164f0f52d63aa5671218c6a_raw.jpg
Erdinger Dunkel,Dunkelweizen,5.3,14,3.0,3.58,https://untappd.s3.amazonaws.com/photo/2014_06_03/1a6cf9e56815aaf075aab8d38727b19f_raw.jpg
Franziskaner Premium Weissbier Dunkel,Dunkelweizen,5.0,10,4.0,3.6,https://untappd.s3.amazonaws.com/photo/2014_06_05/8b5b93307127c1758d5c9e40effd7709_raw.jpg
Adlerbrau Tipo Pilsen,Pilsner - Other,5.0,0,1.5,2.48,https://untappd.s3.amazonaws.com/photo/2014_06_08/07f3ca06941d022e6572a1168505d541_raw.jpg
Koenigsbier / Kœnigsbier,Lager - Pale,4.0,20,0.5,2.37,https://untappd.s3.amazonaws.com/photo/2014_06_08/b99bdb6ec348082e0caf395775a6671b_raw.jpg
Bush Ambrée,Belgian Strong Golden Ale,12.0,25,4.0,3.64,https://untappd.s3.amazonaws.com/photo/2014_06_09/a9a227f6469a2abc2c6013ec48868efd_raw.jpg
Tropical IPA,IPA - American,6.0,45,3.5,3.61,https://untappd.s3.amazonaws.com/photo/2014_06_09/49136f652ed39ce46df577276c25d7c0_raw.jpg
888,IPA - Imperial / Double,8.0,88,4.5,3.76,https://untappd.s3.amazonaws.com/photo/2014_06_09/4503fb560f84bb8427cf3f26396714a3_raw.jpg
Original Pale Ale,Pale Ale - Australian,4.5,24,4.0,3.2,https://untappd.s3.amazonaws.com/photo/2014_06_09/5729bca36ca7717a4a6181377d93e1c1_raw.jpg
La Chouffe Blond,Belgian Strong Golden Ale,8.0,20,4.5,3.84,https://untappd.s3.amazonaws.com/photo/2014_06_09/82da5ab3856aa6de98a13373a14537f1_raw.jpg
Tripel Karmeliet,Belgian Tripel,8.4,16,5.0,4.0,https://untappd.s3.amazonaws.com/photo/2014_06_11/00a1d65fbd34973f0c93bdea60146753_raw.jpg
Cruzcampo Light,Lager - American Light,2.4,0,2.0,1.88,https://untappd.s3.amazonaws.com/photo/2014_06_14/df12915000e55d116addbf3f2873f5c1_raw.jpg
Mahou Premium Light,Lager - American Light,3.5,0,0.5,2.24,https://untappd.s3.amazonaws.com/photo/2014_06_14/2d8d253441f2619a1c9a2d53fc691dba_raw.jpg
El Corte Inglés Cerveja Beer Lager Type,Lager - Pale,4.8,0,2.5,2.44,https://untappd.s3.amazonaws.com/photo/2014_06_14/44c2a9b578993cf8ca8ddc3ad49b457f_raw.jpg
Alhambra Negra,Lager - Euro Dark,5.4,0,2.0,3.18,https://untappd.s3.amazonaws.com/photo/2014_06_16/65fdee558fdbd9a4057b0151738d0b58_raw.jpg
Foster's Lager,Lager - Pale,4.0,12,2.5,2.76,https://untappd.s3.amazonaws.com/photo/2014_06_16/7617f75b23f3a1738b95f9d69f190164_raw.jpg
Guinness Draught,Stout - Irish Dry,4.2,45,4.0,3.78,https://untappd.s3.amazonaws.com/photo/2014_06_16/e3a11dd87ec878b1dc85419b3fb4f953_raw.jpg
La Bracine Printemps,Farmhouse Ale - Saison,0.0,0,4.5,3.93,https://untappd.s3.amazonaws.com/photo/2014_06_16/d8035ffd03072f148bb4700cf910f536_raw.jpg
Grimbergen Dubbel,Belgian Dubbel,6.5,22,3.5,3.61,https://untappd.s3.amazonaws.com/photo/2014_06_20/46dcd9ce8ad89115cbe19b3b850a1113_raw.jpg
Chimay Red / Rouge / Rood (Première),Belgian Dubbel,7.0,19,3.0,3.76,https://untappd.s3.amazonaws.com/photo/2014_06_20/1d387ed11d9d21050b941b52f850ba11_raw.jpg
Judas,Belgian Strong Golden Ale,8.5,0,4.0,3.5,https://untappd.s3.amazonaws.com/photo/2014_06_21/f58f71c114320520fcf211824b5e21c0_raw.jpg
Erdinger Dunkel,Dunkelweizen,5.3,14,3.5,3.58,https://untappd.s3.amazonaws.com/photo/2014_06_21/6fb62fad0f31a06e0c3394c35a3105ac_raw.jpg
Duff Beer,Lager - Pale,4.9,0,1.0,2.74,https://untappd.s3.amazonaws.com/photo/2014_06_22/f8b71a4de58f994f00e021752eb6ffbc_raw.jpg
Premium Cider with Strawberry & Lime,Cider - Other Fruit,4.5,0,2.5,3.44,https://untappd.s3.amazonaws.com/photo/2014_06_29/8728d4995fa4b59d9b2995ec63345c9a_raw.jpg
Chimay Bleue (Grande Réserve) (2014),Belgian Strong Dark Ale,9.0,0,3.5,3.99,https://untappd.s3.amazonaws.com/photo/2014_07_01/9f0e9cbf1492bec17e018f3ae706dd3e_raw.jpg
Ceriux Rubia,Blonde Ale,5.4,0,3.5,3.31,https://untappd.s3.amazonaws.com/photo/2014_07_04/c97d2e8bd4ef999ad434a9cd7729cafe_raw.jpg
Cristal,Lager - American,4.9,12,2.0,2.93,https://untappd.s3.amazonaws.com/photo/2014_07_04/4c458dd33026e4290b3647f3988ffb23_raw.jpg
Miller Genuine Draft,Lager - American,4.66,12,2.5,2.53,https://untappd.s3.amazonaws.com/photo/2014_07_09/ed6aaade63964a08b469d36a924981a6_raw.jpg
Brooklyn Brown Ale,Brown Ale - American,5.6,30,3.5,3.51,https://untappd.s3.amazonaws.com/photo/2014_07_11/baae93ce5c28fcb398f3146cad0c220c_raw.jpg
Imperial IPA,IPA - Imperial / Double,7.0,75,4.0,3.48,0
Chimay Cinq Cents (White),Belgian Tripel,8.0,38,4.0,3.76,0
Alhambra Especial,Lager - Euro Pale,5.4,17,3.0,3.03,0
Ceriux Tostada,Belgian Strong Dark Ale,6.5,7,3.5,3.43,https://untappd.s3.amazonaws.com/photo/2014_07_14/35672ee82b9b9cd4fa4f721c0eae8d12_raw.jpg
Marlen Beer De Luxe,Lager - Dortmunder / Export,5.8,0,3.5,2.82,0
Desperados Original,Lager - Pale,5.9,0,0.5,3.2,https://untappd.s3.amazonaws.com/photo/2014_07_17/379b5c62762ecc390192da892d4d577f_raw.jpg
Blanche de Charleroi,Wheat Beer - Witbier,5.0,0,3.5,3.41,https://untappd.s3.amazonaws.com/photo/2014_07_17/f9c4336fda31ac33735a0e79758e3c1b_raw.jpg
Pony Malta,Malt Beer,0.0,0,0.5,1.4,https://untappd.s3.amazonaws.com/photo/2014_07_18/5d1dbff69ce624aa13133463033515c7_raw.jpg
Maredsous Brune / Bruin,Belgian Dubbel,8.0,24,3.5,3.65,https://untappd.s3.amazonaws.com/photo/2014_07_19/2b6ac366db2af70c6adfb1e7b97cdb19_raw.jpg
Vedett Extra White,Wheat Beer - Witbier,4.7,4,4.0,3.52,https://untappd.s3.amazonaws.com/photo/2014_07_19/705f2d3cf4f98ba2e53e9d348f42a786_raw.jpg
Te Deum Amber,Red Ale - Other,5.9,0,3.5,3.45,https://untappd.s3.amazonaws.com/photo/2014_07_20/2ff2c39ba95b703cb480b350027f7944_raw.jpg
Benediktiner Weissbier,Hefeweizen,5.4,13,2.5,3.56,https://untappd.s3.amazonaws.com/photo/2014_07_20/cbd95c4f83d806a82103df2eb48cc891_raw.jpg
Llipa!,IPA - American,6.4,100,4.5,3.68,https://untappd.s3.amazonaws.com/photo/2014_07_21/5aba9d333f400366de9f2f080120d2e5_raw.jpg
Papaya Rye,IPA - Imperial / Double,9.0,72,4.5,3.78,https://untappd.s3.amazonaws.com/photo/2014_07_25/31688585e5603daa569da017ed5131ba_raw.jpg
Kajun Moonshiner IPA,IPA - American,7.0,70,3.0,3.77,https://untappd.s3.amazonaws.com/photo/2014_07_25/2ca16294d9d16ea3e159e980ab971a43_raw.jpg
Gordon Finest Chrome,Lager - Strong,10.5,30,2.5,2.83,https://untappd.s3.amazonaws.com/photo/2014_07_30/d1811fc14bf86e56d778fd60995fde4f_raw.jpg
Gordon Finest Titanium,Lager - Strong,14.0,0,2.0,2.44,https://untappd.s3.amazonaws.com/photo/2014_08_01/1898474c261eac67d233643dbd8bc738_raw.jpg
Sol,Lager - American,4.5,0,3.0,2.89,https://untappd.s3.amazonaws.com/photo/2014_08_02/5507caec04d14163b6698e1ae9999c8a_raw.jpg
Sol,Lager - American,4.5,0,3.0,2.89,https://untappd.s3.amazonaws.com/photo/2014_08_03/9bc5194bf3f63551cbcaf958d5e7fa78_raw.jpg
Brooklyn East IPA,IPA - English,6.9,47,4.0,3.51,0
VIPA,IPA - Session / India Session Ale,3.8,60,4.0,3.48,0
8.6 Original,Lager - Strong,8.6,18,2.5,3.05,https://untappd.s3.amazonaws.com/photo/2014_08_10/3f9355ec7fd53a3e5db9b5a6bb6a4bc7_raw.jpg
1906 Reserva Especial,Bock - Hell / Maibock / Lentebock,6.5,25,3.0,3.35,0
Leffe Brune / Bruin,Brown Ale - Belgian,6.5,20,3.5,3.56,https://untappd.s3.amazonaws.com/photo/2014_08_13/31beac58eb10a57d18e2b4f593a35c7b_raw.jpg
Invasion,Pale Ale - American,5.0,36,4.5,3.71,https://untappd.s3.amazonaws.com/photo/2014_08_13/ea52306f876ec5aa83ac2dad81c4b23d_raw.jpg
360,Pale Ale - American,5.5,35,3.5,3.35,https://untappd.s3.amazonaws.com/photo/2014_08_17/c1119842bcc7c90e0bffbfbb572a85bc_raw.jpg
Anchor Steam Beer,California Common,4.9,33,3.0,3.49,https://untappd.s3.amazonaws.com/photo/2014_08_17/26b247e378a877bb0d873d895b1a6983_raw.jpg
Estrella Levante,Pilsner - Other,4.8,20,4.0,3.02,https://untappd.s3.amazonaws.com/photo/2014_08_26/8bb82d3162326bea3df1ced7cbf7f0d7_raw.jpg
Bucanero Fuerte / Cubanero Fuerte,Lager - American,5.4,0,3.0,2.92,https://untappd.s3.amazonaws.com/photo/2014_09_03/39d64ab5ad72724a10449a9616a55cc5_raw.jpg
Kince Lupulus,IPA - Imperial / Double,7.5,115,4.0,3.93,https://untappd.s3.amazonaws.com/photo/2014_09_05/d5c6e41844077d2e097a7bb5a463f3c3_raw.jpg
Imperial IPA,IPA - Imperial / Double,7.0,75,4.0,3.48,https://untappd.s3.amazonaws.com/photo/2014_09_05/4272227d99a681e9086a19b36492471a_raw.jpg
Rubia,Pale Ale - English,4.5,0,3.5,3.13,0
Spitfire Amber Kentish Ale,English Bitter,4.5,36,3.5,3.24,https://untappd.s3.amazonaws.com/photo/2014_09_13/c776c2aeb3fa068e62aa07cb09bec178_raw.jpg
Orchard Berry,Cider - Other Fruit,4.0,0,3.5,3.23,https://untappd.s3.amazonaws.com/photo/2014_09_13/a3a3717277933c4f19b03c87935b167c_raw.jpg
Pure Brewed Organic Lager,Lager - Pale,5.0,0,3.5,3.49,https://untappd.s3.amazonaws.com/photo/2014_09_13/04122426ecbd90024948e4d2d6f22620_raw.jpg
Urthel Samaranth,Belgian Quadrupel,11.5,0,3.0,3.71,https://untappd.s3.amazonaws.com/photo/2014_09_13/8ef6bc1a779db5bae37ff1414ca8bb47_raw.jpg
Bishops Finger,Extra Special / Strong Bitter,5.2,0,3.5,3.32,https://untappd.s3.amazonaws.com/photo/2014_09_13/320e24ff996141c883829940302e6ce1_raw.jpg
Tostada,Sour - Flanders Oud Bruin,5.2,0,2.5,3.1,https://untappd.s3.amazonaws.com/photo/2014_09_14/a0d8d638267463723bb3fa2d574d2a49_raw.jpg
La Trappe Dubbel,Belgian Dubbel,7.0,22,3.0,3.66,https://untappd.s3.amazonaws.com/photo/2014_09_15/f09329dd3b4e4cf657b03a2fdb90bc5d_raw.jpg
Dalva,IPA - Imperial / Double,8.5,72,3.5,3.52,https://untappd.s3.amazonaws.com/photo/2014_09_19/7056eb5f940534a44b43b54e71a6fd66_raw.jpg
Maisel & Friends Stefan's Indian Ale,IPA - English,7.3,40,3.5,3.66,https://untappd.s3.amazonaws.com/photo/2014_09_20/5574452d32741f1898321bff812052de_raw.jpg
Löwenbräu Oktoberfestbier,Festbier,6.1,23,4.0,3.31,https://untappd.s3.amazonaws.com/photo/2014_09_29/f20b9a6183e4e536682640dfb17a9cc2_raw.jpg
Mexicali Beer,Lager - American,5.0,0,3.5,2.76,https://untappd.s3.amazonaws.com/photo/2014_10_05/ffcf71f683d398ecec95a691d322623d_raw.jpg
1698,Strong Ale - English,6.5,26,4.0,3.54,https://untappd.s3.amazonaws.com/photo/2014_10_05/2bf9c4087da36f496c16f4f03554cc80_raw.jpg
Löwenbräu Oktoberfestbier,Festbier,6.1,23,4.0,3.31,https://untappd.s3.amazonaws.com/photo/2014_10_05/7f1694b056cc954c5e59d40d5f4e8643_raw.jpg
Duchesse de Bourgogne,Sour - Flanders Red Ale,6.2,11,5.0,3.72,https://untappd.s3.amazonaws.com/photo/2014_10_05/89bc8f4c0403c02d3c39a2bb1095c141_raw.jpg
